縣市,選區,號次,政黨,候選人,得票數,當選註記,得票率,性別
臺北市,01,1,民主進步黨,謝維洲,21687,*,7.09,男
臺北市,01,2,無,賴素如,7226," ",2.36,女
臺北市,01,3,無,孫士堅,1406," ",0.46,男
臺北市,01,4,新黨,潘懷宗,25188,*,8.24,男
臺北市,01,5,無,林瑞圖,20065,*,6.56,男
臺北市,01,6,人民民主陣線,周佳君,1685," ",0.55,女
臺北市,01,7,無,王奕凱,8551," ",2.8,男
臺北市,01,8,無,王英文,517," ",0.17,男
臺北市,01,9,中國國民黨,陳重文,13299,*,4.35,男
臺北市,01,10,中國國民黨,黃平洋,11451," ",3.75,男
臺北市,01,11,親民黨,王小玉,2214," ",0.72,女
臺北市,01,12,新黨,楊靜宇,10538," ",3.45,男
臺北市,01,13,中國國民黨,汪志冰,18021,*,5.89,女
臺北市,01,14,民主進步黨,林世宗,12334,*,4.03,男
臺北市,01,15,民主進步黨,王威中,20649,*,6.75,男
臺北市,01,16,民主進步黨,吳思瑤,20302,*,6.64,女
臺北市,01,17,台灣團結聯盟,陳建銘,20952,*,6.85,男
臺北市,01,18,民主進步黨,何志偉,26283,*,8.6,男
臺北市,01,19,無,陳政忠,16623,*,5.44,男
臺北市,01,20,民主進步黨,陳慈慧,22688,*,7.42,女
臺北市,01,21,中國國民黨,吳碧珠,24030,*,7.86,女
臺北市,02,1,無,許明偉,497," ",0.23,男
臺北市,02,2,中國國民黨,陳義洲,17693,*,8.08,男
臺北市,02,3,新黨,趙家蓉,9910," ",4.53,女
臺北市,02,4,中國國民黨,黃子哲,9380," ",4.29,男
臺北市,02,5,親民黨,黃珊珊,28020,*,12.8,女
臺北市,02,6,民主進步黨,王孝維,17401,*,7.95,男
臺北市,02,7,中國國民黨,李彥秀,25057,*,11.45,女
臺北市,02,8,台灣團結聯盟,陳嘉霖,2466," ",1.13,男
臺北市,02,9,樹黨,余筱菁,3527," ",1.61,女
臺北市,02,10,中國國民黨,闕枚莎,19956,*,9.12,女
臺北市,02,11,民主進步黨,江志銘,14592,*,6.67,男
臺北市,02,12,中國國民黨,吳世正,18223,*,8.33,男
臺北市,02,13,民主進步黨,李建昌,18052,*,8.25,男
臺北市,02,14,民主進步黨,高嘉瑜,34117,*,15.59,女
臺北市,03,1,中國國民黨,陳永德,13825,*,5.74,男
臺北市,03,2,中國國民黨,秦慧珠,20632,*,8.57,女
臺北市,03,3,新黨,楊世光,11639," ",4.84,男
臺北市,03,4,民主進步黨,許家蓓,21444,*,8.91,女
臺北市,03,5,無,王博玉,380," ",0.16,男
臺北市,03,6,中國國民黨,戴錫欽,13862,*,5.76,男
臺北市,03,7,中國國民黨,陳孋輝,14307,*,5.94,女
臺北市,03,8,親民黨,洪士奇,10679," ",4.44,男
臺北市,03,9,樹黨,潘翰疆,4387," ",1.82,男
臺北市,03,10,民主進步黨,許淑華,27332,*,11.36,女
臺北市,03,11,台灣團結聯盟,李卓翰,3484," ",1.45,男
臺北市,03,12,中國國民黨,王鴻薇,18472,*,7.68,女
臺北市,03,13,民主進步黨,洪健益,20319,*,8.44,男
臺北市,03,14,中國國民黨,楊實秋,9297," ",3.86,男
臺北市,03,15,民主進步黨,張茂楠,21329,*,8.86,男
臺北市,03,16,無,徐世勲,19037,*,7.91,男
臺北市,03,17,中國國民黨,王正德,10247," ",4.26,男
臺北市,04,1,中國國民黨,陳炳甫,19808,*,10.02,男
臺北市,04,2,人民民主陣線,鍾君竺,1957," ",0.99,女
臺北市,04,3,民主進步黨,黃向羣,16248,*,8.22,男
臺北市,04,4,新黨,林婕麗,5856," ",2.96,女
臺北市,04,5,民主進步黨,梁文傑,26155,*,13.23,男
臺北市,04,6,民主進步黨,顏若芳,26079,*,13.19,女
臺北市,04,7,中國國民黨,葉林傳,21531,*,10.89,男
臺北市,04,8,民主進步黨,王世堅,25102,*,12.7,男
臺北市,04,9,親民黨,林國成,13125,*,6.64,男
臺北市,04,10,中國國民黨,王麗珠,12717," ",6.43,女
臺北市,04,11,台灣團結聯盟,簡聖哲,6961," ",3.52,男
臺北市,04,12,樹黨,鄭惠齡,4401," ",2.23,女
臺北市,04,13,中國國民黨,林亭君,17103,*,8.65,女
臺北市,04,14,無,楊鎮雄,629," ",0.32,男
臺北市,05,1,無,徐立信,9057," ",4.65,男
臺北市,05,2,華聲黨,黄文章,207," ",0.11,男
臺北市,05,3,無,康明道,342," ",0.18,男
臺北市,05,4,中國國民黨,吳志剛,21444,*,11.02,男
臺北市,05,5,台灣團結聯盟,謝建平,4149," ",2.13,男
臺北市,05,6,民主進步黨,童仲彥,19546,*,10.04,男
臺北市,05,7,民主進步黨,周威佑,20663,*,10.62,男
臺北市,05,8,民主進步黨,劉耀仁,17303,*,8.89,男
臺北市,05,9,中國國民黨,應曉薇,21092,*,10.84,女
臺北市,05,10,樹黨,林佳諭,9965," ",5.12,女
臺北市,05,11,中國國民黨,郭昭巖,21782,*,11.19,女
臺北市,05,12,中國國民黨,鍾小平,14987,*,7.7,男
臺北市,05,13,民主進步黨,顏聖冠,23499,*,12.07,女
臺北市,05,14,親民黨,陳蓋武,2887," ",1.48,男
臺北市,05,15,新黨,張榮法,7696," ",3.95,男
臺北市,06,1,新黨,陳彥伯,15302,*,4.97,男
臺北市,06,2,無,孫仲康,772," ",0.25,男
臺北市,06,3,中國國民黨,厲耿桂芳,15712,*,5.1,女
臺北市,06,4,中國國民黨,王欣儀,17595,*,5.71,女
臺北市,06,5,中國國民黨,陳錦祥,17165,*,5.57,男
臺北市,06,6,無,丁增義,535," ",0.17,男
臺北市,06,7,樹黨,潘翰聲,8623," ",2.8,男
臺北市,06,8,中國國民黨,歐陽龍,27123,*,8.8,男
臺北市,06,9,民主進步黨,王閔生,22993,*,7.46,男
臺北市,06,10,無,青天,541," ",0.18,男
臺北市,06,11,親民黨,何啟聖,8664," ",2.81,男
臺北市,06,12,中國國民黨,王致雅,14115," ",4.58,女
臺北市,06,13,中國國民黨,徐弘庭,15651,*,5.08,男
臺北市,06,14,無,聶紹雄,395," ",0.13,男
臺北市,06,15,民主進步黨,周柏雅,17249,*,5.6,男
臺北市,06,16,民主進步黨,李慶鋒,20274,*,6.58,男
臺北市,06,17,民主進步黨,阮昭雄,20727,*,6.73,男
臺北市,06,18,中國國民黨,李新,22773,*,7.39,男
臺北市,06,19,無,謝啟大,9665," ",3.14,女
臺北市,06,20,台灣團結聯盟,歐陽瑞蓮,5279," ",1.71,女
臺北市,06,21,民主進步黨,簡舒培,22672,*,7.36,女
臺北市,06,22,中國國民黨,李慶元,24348,*,7.9,男
新北市,01,1,中國國民黨,鄭戴麗香,18779,*,17.21,女
新北市,01,2,綠黨,王鐘銘,6880," ",6.31,男
新北市,01,3,民主進步黨,鄭宇恩,31928,*,29.27,女
新北市,01,4,無,蔡錦賢,20167,*,18.49,男
新北市,01,5,中國國民黨,蔡葉偉,16421,*,15.05,男
新北市,01,6,民主進步黨,呂子昌,14919," ",13.68,男
新北市,02,1,中國國民黨,蔡健棠,20218," ",6.62,男
新北市,02,2,中國國民黨,宋明宗,24326,*,7.97,男
新北市,02,3,中國國民黨,陳明義,20466," ",6.7,男
新北市,02,4,民主進步黨,何淑峯,24987,*,8.18,女
新北市,02,5,民主進步黨,賴秋媚,21927,*,7.18,女
新北市,02,6,無,董吉誠,1521," ",0.5,男
新北市,02,7,民主進步黨,鍾宏仁,40858,*,13.38,男
新北市,02,8,台灣團結聯盟,張晉婷,26625,*,8.72,女
新北市,02,9,中國國民黨,黃林玲玲,25082,*,8.21,女
新北市,02,10,中國國民黨,蔣根煌,22188,*,7.27,男
新北市,02,11,民主進步黨,陳文治,20481,*,6.71,男
新北市,02,12,民主進步黨,陳科名,27269,*,8.93,男
新北市,02,13,中國國民黨,蔡淑君,29373,*,9.62,女
新北市,03,1,民主進步黨,李倩萍,28652,*,9.83,女
新北市,03,2,人民最大黨,蕭榮騰,614," ",0.21,男
新北市,03,3,民主進步黨,鄭金隆,20694,*,7.1,男
新北市,03,4,親民黨,王詠沛,4337," ",1.49,女
新北市,03,5,中國國民黨,黃桂蘭,19111," ",6.56,女
新北市,03,6,新黨,張宸浩,2599," ",0.89,男
新北市,03,7,無,董俊良,556," ",0.19,男
新北市,03,8,中國國民黨,胡淑蓉,15708," ",5.39,女
新北市,03,9,中國國民黨,蔡明堂,25538,*,8.76,男
新北市,03,10,無,李翁月娥,20340,*,6.98,女
新北市,03,11,人民民主陣線,李丹鳳,2603," ",0.89,女
新北市,03,12,中國國民黨,鄭世維,14520," ",4.98,男
新北市,03,13,中國國民黨,陳幸進,20819,*,7.14,男
新北市,03,14,無,蘇卿彥,312," ",0.11,男
新北市,03,15,民主進步黨,李坤城,26809,*,9.2,男
新北市,03,16,民主進步黨,李余典,26794,*,9.19,男
新北市,03,17,民主進步黨,邱婷蔚,32511,*,11.16,女
新北市,03,18,民主進步黨,陳啟能,24841,*,8.52,男
新北市,03,19,台灣團結聯盟,陳良安,4076," ",1.4,男
新北市,04,1,中國國民黨,曾煥嘉,21807,*,7.96,男
新北市,04,2,中國國民黨,周勝考,25921,*,9.47,男
新北市,04,3,無,廖裕德,19739,*,7.21,男
新北市,04,4,無,顏德民,1745," ",0.64,男
新北市,04,5,民主進步黨,王淑慧,21866,*,7.98,女
新北市,04,6,民主進步黨,黃俊哲,21625,*,7.9,男
新北市,04,7,民主進步黨,林水山,14115," ",5.15,男
新北市,04,8,民主進步黨,何博文,35304,*,12.89,男
新北市,04,9,親民黨,林世棟,3385," ",1.24,男
新北市,04,10,中國國民黨,林國春,28193,*,10.3,男
新北市,04,11,中國國民黨,劉美芳,18343,*,6.7,女
新北市,04,12,新黨,王炳忠,4299," ",1.57,男
新北市,04,13,民主進步黨,張宏陸,21066,*,7.69,男
新北市,04,14,無,李婉鈺,15770," ",5.76,女
新北市,04,15,中國國民黨,趙燕昭,13710," ",5.01,男
新北市,04,16,台灣團結聯盟,蕭貫譽,6955," ",2.54,男
新北市,05,1,中國國民黨,陳錦錠,26290,*,12.79,女
新北市,05,2,民主進步黨,江永昌,38503,*,18.73,男
新北市,05,3,無,林朝鑫,8788," ",4.27,男
新北市,05,4,新黨,戴德成,13965," ",6.79,男
新北市,05,5,無,游輝宂,24703,*,12.01,男
新北市,05,6,民主進步黨,林秀惠,21678,*,10.54,女
新北市,05,7,民主進步黨,張瑞山,21768,*,10.59,男
新北市,05,8,中國國民黨,金瑞龍,21159," ",10.29,男
新北市,05,9,中國國民黨,邱烽堯,28764,*,13.99,男
新北市,06,1,民主進步黨,羅文崇,18015,*,16.86,男
新北市,06,2,中國國民黨,陳鴻源,19967,*,18.68,男
新北市,06,3,民主進步黨,許昭興,22411,*,20.97,女
新北市,06,4,新黨,蔡明璋,3733," ",3.49,男
新北市,06,5,中國國民黨,金介壽,17861," ",16.71,男
新北市,06,6,中國國民黨,連斐璠,21700,*,20.3,女
新北市,06,7,人民民主陣線,莊育麟,3188," ",2.98,男
新北市,07,1,中國國民黨,王明麗,15771," ",5.53,女
新北市,07,2,民主進步黨,林銘仁,21388,*,7.5,男
新北市,07,3,新黨,林明正,1792," ",0.63,男
新北市,07,4,民主進步黨,吳琪銘,30103,*,10.56,男
新北市,07,5,中國國民黨,林金結,18462,*,6.48,男
新北市,07,6,民主進步黨,彭成龍,17195,*,6.03,男
新北市,07,7,台灣團結聯盟,李宜潔,3432," ",1.2,女
新北市,07,8,無,陳世榮,22016,*,7.72,男
新北市,07,9,中國國民黨,朱子孟,8770," ",3.08,男
新北市,07,10,無,羅友志,3695," ",1.3,男
新北市,07,11,中國國民黨,黃永昌,18070,*,6.34,男
新北市,07,12,民主進步黨,廖本煙,19699,*,6.91,男
新北市,07,13,民主進步黨,歐金獅,14486," ",5.08,男
新北市,07,14,親民黨,薛永華,7966," ",2.79,男
新北市,07,15,無,臧家宜,1329," ",0.47,女
新北市,07,16,綠黨,楊木萬,7245," ",2.54,男
新北市,07,17,中國國民黨,洪佳君,21934,*,7.7,女
新北市,07,18,無,朱彥華,6303," ",2.21,男
新北市,07,19,中國國民黨,林富子,10845," ",3.8,女
新北市,07,20,民主進步黨,高敏慧,15855,*,5.56,女
新北市,07,21,無,蘇有仁,18672,*,6.55,男
新北市,08,1,中國國民黨,王美月,14112," ",8.72,女
新北市,08,2,中國國民黨,劉哲彰,26126,*,16.15,男
新北市,08,3,無,金中玉,28202,*,17.43,男
新北市,08,4,民主進步黨,陳永福,32061,*,19.82,男
新北市,08,5,民主進步黨,廖筱清,22880,*,14.14,女
新北市,08,6,親民黨,邱九桁,6336," ",3.92,男
新北市,08,7,新黨,何孟哲,7010," ",4.33,男
新北市,08,8,中國國民黨,陳儀君,25063,*,15.49,女
新北市,09,1,中華民主向日葵憲政改革聯盟,謝簡,389," ",1.02,男
新北市,09,2,無,高天助,3975," ",10.38,男
新北市,09,3,中國國民黨,林讚枝,5442," ",14.22,男
新北市,09,4,民主進步黨,林裔綺,15984,*,41.76,女
新北市,09,5,無,吳清風,1806," ",4.72,男
新北市,09,6,無,廖秀雄,10684," ",27.91,男
新北市,10,1,民主進步黨,周雅玲,25503,*,23.55,女
新北市,10,2,無,李玉蘭,5505," ",5.08,女
新北市,10,3,無,黃瑞傳,2007," ",1.85,男
新北市,10,4,中國國民黨,廖正良,22992,*,21.23,男
新北市,10,5,中國國民黨,白珮茹,25743,*,23.77,女
新北市,10,6,民主進步黨,沈發惠,26532,*,24.5,男
桃園市,01,1,中國國民黨,萬美玲,16724,*,9.3,女
桃園市,01,2,民主進步黨,范綱祥,11943,*,6.64,男
桃園市,01,3,親民黨,林國政,6305," ",3.5,男
桃園市,01,4,民主進步黨,陳宗義,6697," ",3.72,男
桃園市,01,5,中國國民黨,黃婉如,11162,*,6.2,女
桃園市,01,6,無,王信涵,235," ",0.13,男
桃園市,01,7,無,簡梓倡,2413," ",1.34,男
桃園市,01,8,新黨,張勝豐,2095," ",1.16,男
桃園市,01,9,無,黃莅程,67," ",0.04,男
桃園市,01,10,民主進步黨,黃景熙,12916,*,7.18,男
桃園市,01,11,民主進步黨,黃智銘,8269," ",4.6,男
桃園市,01,12,中國國民黨,李曉鐘,12563,*,6.98,男
桃園市,01,13,中國國民黨,蘇家明,12003,*,6.67,男
桃園市,01,14,人民民主陣線,賀光卍,290," ",0.16,男
桃園市,01,15,中國國民黨,陳美梅,10092,*,5.61,女
桃園市,01,16,無,洪文璋,7165," ",3.98,男
桃園市,01,17,無,楊添丁,863," ",0.48,男
桃園市,01,18,中國國民黨,詹江村,9661,*,5.37,男
桃園市,01,19,中國國民黨,林政賢,9118,*,5.07,男
桃園市,01,20,台灣團結聯盟,李光達,9371,*,5.21,男
桃園市,01,21,民主進步黨,廖輝星,7136," ",3.97,男
桃園市,01,22,無黨團結聯盟,黃哲鍾,8183," ",4.55,男
桃園市,01,23,綠黨,羅岳峰,5835," ",3.24,男
桃園市,01,24,無,史碩仁,110," ",0.06,男
桃園市,01,25,民主進步黨,邱素芬,8705,*,4.84,女
桃園市,02,1,民主進步黨,陳志謀,16137,*,26.36,男
桃園市,02,2,中國國民黨,林正峰,11215,*,18.32,男
桃園市,02,3,中國國民黨,李麗珠,6175," ",10.09,女
桃園市,02,4,無,許森能,4990," ",8.15,男
桃園市,02,5,無,王家一,3263," ",5.33,男
桃園市,02,6,民主進步黨,林俐玲,11075,*,18.09,女
桃園市,02,7,中國國民黨,李雲強,8373,*,13.68,男
桃園市,03,1,無,張文瑜,7005," ",8.2,女
桃園市,03,2,中國國民黨,何正森,6527," ",7.64,男
桃園市,03,3,中國國民黨,呂淑真,7117,*,8.33,女
桃園市,03,4,民主進步黨,呂林小鳳,11518,*,13.48,女
桃園市,03,5,無,鍾孝彥,962," ",1.13,男
桃園市,03,6,中國國民黨,劉茂羣,8068,*,9.44,女
桃園市,03,7,中國國民黨,王國棟,3760," ",4.4,男
桃園市,03,8,無,賴維哲,768," ",0.9,男
桃園市,03,9,無,趙正宇,12478,*,14.61,男
桃園市,03,10,民主進步黨,蔡永芳,12221,*,14.3,男
桃園市,03,11,無,鄭銀福,3223," ",3.77,男
桃園市,03,12,新黨,彭少康,766," ",0.9,男
桃園市,03,13,無,林玉娟,4091," ",4.79,女
桃園市,03,14,無,陳松福,6929," ",8.11,男
桃園市,04,1,中國國民黨,李訓求,7819," ",12.19,男
桃園市,04,2,中國國民黨,張桂綿,8954," ",13.95,女
桃園市,04,3,民主進步黨,郭麗華,11640,*,18.14,女
桃園市,04,4,無,吳寶玉,646," ",1.01,女
桃園市,04,5,新黨,袁慧心,3189," ",4.97,女
桃園市,04,6,無,劉勝全,9771,*,15.23,男
桃園市,04,7,中國國民黨,陳麗莉,9454,*,14.73,女
桃園市,04,8,民主進步黨,許清順,12692,*,19.78,男
桃園市,05,1,中國國民黨,徐其萬,15045,*,36.65,男
桃園市,05,2,民主進步黨,游吾和,16783,*,40.88,男
桃園市,05,3,無,王淳長,9225," ",22.47,男
桃園市,06,1,民主進步黨,曾慶章,3026," ",6.81,男
桃園市,06,2,中國國民黨,李柏坊,9726,*,21.88,男
桃園市,06,3,民主進步黨,黃智信,3025," ",6.81,男
桃園市,06,4,無,張振源,742," ",1.67,男
桃園市,06,5,中國國民黨,楊朝偉,7264,*,16.34,男
桃園市,06,6,無,邱伶樺,1935," ",4.35,女
桃園市,06,7,無,邱創良,179," ",0.4,男
桃園市,06,8,民主進步黨,邱秀芬,3133," ",7.05,女
桃園市,06,9,無,李洋宇,2338," ",5.26,男
桃園市,06,10,民主進步黨,陳治文,13080,*,29.43,女
桃園市,07,1,中國國民黨,邱奕勝,14345,*,7.99,男
桃園市,07,2,親民黨,賴立竹,5970," ",3.32,男
桃園市,07,3,無,謝偉孝,899," ",0.5,男
桃園市,07,4,民主進步黨,黃傅淑香,11794,*,6.57,女
桃園市,07,5,無,劉安祺,5441," ",3.03,男
桃園市,07,6,新黨,吳正群,1157," ",0.64,男
桃園市,07,7,民主進步黨,彭俊豪,12967,*,7.22,男
桃園市,07,8,無,張運炳,8585,*,4.78,男
桃園市,07,9,無,劉曾玉春,10366,*,5.77,女
桃園市,07,10,中國國民黨,沐平波,7276," ",4.05,女
桃園市,07,11,中國國民黨,葉明月,8567,*,4.77,女
桃園市,07,12,民主進步黨,徐景文,8352," ",4.65,男
桃園市,07,13,無,梁新武,3551," ",1.98,男
桃園市,07,14,無,葉鄭秀蘋,4441," ",2.47,女
桃園市,07,15,無黨團結聯盟,蔣中千,4271," ",2.38,男
桃園市,07,16,綠黨,王浩宇,16269,*,9.06,男
桃園市,07,17,台灣團結聯盟,黃治東,1969," ",1.1,男
桃園市,07,18,中國國民黨,魯明哲,26379,*,14.69,男
桃園市,07,19,無,彭秀涵,494," ",0.28,女
桃園市,07,20,民主進步黨,袁明星,9617,*,5.36,男
桃園市,07,21,無,劉威德,6702," ",3.73,男
桃園市,07,22,中國國民黨,梁為超,10138,*,5.65,男
桃園市,08,1,無,羅文欽,2057," ",2.08,男
桃園市,08,2,民主進步黨,劉仁照,8826,*,8.91,男
桃園市,08,3,中國國民黨,謝彰文,9995,*,10.09,女
桃園市,08,4,中國國民黨,黃敬平,9982,*,10.08,男
桃園市,08,5,中國國民黨,舒翠玲,8712,*,8.8,女
桃園市,08,6,中國國民黨,陳萬得,7459," ",7.53,男
桃園市,08,7,無,劉邦鉉,5211," ",5.26,男
桃園市,08,8,民主進步黨,楊家俍,8736,*,8.82,男
桃園市,08,9,民主進步黨,陳志偉,3832," ",3.87,男
桃園市,08,10,親民黨,莊訓基,2645," ",2.67,男
桃園市,08,11,無,莊玉光,4752," ",4.8,男
桃園市,08,12,臺灣建國黨,黃國華,81," ",0.08,男
桃園市,08,13,無,黃李月琴,3402," ",3.44,女
桃園市,08,14,無,王珮毓,7234," ",7.3,女
桃園市,08,15,綠黨,湯琳翔,3809," ",3.85,男
桃園市,08,16,無,張若彤,269," ",0.27,男
桃園市,08,17,無,陳章程,143," ",0.14,男
桃園市,08,18,無,莊玉輝,7766,*,7.84,男
桃園市,08,19,無,林德忠,4127," ",4.17,男
桃園市,09,1,台灣主義黨,姜水浪,597," ",0.83,男
桃園市,09,2,中國國民黨,周玉琴,14468,*,20.22,女
桃園市,09,3,無,林羅春,3272," ",4.57,男
桃園市,09,4,中國國民黨,李家興,13875,*,19.39,男
桃園市,09,5,民主進步黨,陳賴素美,15882,*,22.19,女
桃園市,09,6,無,陳秀玲,5916," ",8.27,女
桃園市,09,7,民主進步黨,張火爐,14664,*,20.49,男
桃園市,09,8,無,彭基原,2892," ",4.04,男
桃園市,10,1,無,黃榮煥,3630," ",6.76,男
桃園市,10,2,無,劉熒隆,8229," ",15.32,男
桃園市,10,3,無,林鴻斌,4451," ",8.29,男
桃園市,10,4,民主進步黨,張肇良,13411,*,24.98,男
桃園市,10,5,無,廖威森,590," ",1.1,男
桃園市,10,6,無,游良福,488," ",0.91,男
桃園市,10,7,中國國民黨,徐玉樹,9218,*,17.17,男
桃園市,10,8,無,羅銀珍,5000," ",9.31,女
桃園市,10,9,中國國民黨,閻中傑,8680,*,16.16,男
桃園市,11,1,無,邱佳亮,13664,*,50.53,男
桃園市,11,2,民主進步黨,陳睿生,13380," ",49.47,男
桃園市,12,1,中國國民黨,吳宗憲,9161," ",27.74,男
桃園市,12,2,民主進步黨,郭榮宗,11424,*,34.6,男
桃園市,12,3,無,廖薛文,1087," ",3.29,男
桃園市,12,4,無,歐炳辰,11347,*,34.37,男
臺中市,01,1,無,吳鶴鵬,5370," ",7.17,男
臺中市,01,2,民主進步黨,吳敏濟,22165,*,29.61,男
臺中市,01,3,中國國民黨,李榮鴻,15031,*,20.08,男
臺中市,01,4,無,林素眞,13763," ",18.39,女
臺中市,01,5,中國國民黨,楊永昌,18519,*,24.74,男
臺中市,02,1,民主進步黨,王立任,16562,*,12.73,男
臺中市,02,2,中國國民黨,顏莉敏,20120,*,15.47,女
臺中市,02,3,無,陳廷秀,12914," ",9.93,男
臺中市,02,4,中國國民黨,張清照,20098,*,15.45,男
臺中市,02,5,親民黨,程凱力,3127," ",2.4,男
臺中市,02,6,無,陳詩哲,15806," ",12.15,男
臺中市,02,7,台灣團結聯盟,陳年添,2555," ",1.96,男
臺中市,02,8,民主進步黨,楊典忠,22996,*,17.68,男
臺中市,02,9,無,尤碧鈴,15920,*,12.24,女
臺中市,03,1,民主進步黨,劉淑蘭,14696," ",12.84,女
臺中市,03,2,中國國民黨,吳瓊華,18268,*,15.96,女
臺中市,03,3,中國國民黨,林汝洲,18514,*,16.17,男
臺中市,03,4,民主進步黨,陳世凱,20219,*,17.66,男
臺中市,03,5,無,張正興,9426," ",8.23,男
臺中市,03,6,無,黃錫嘉,16451,*,14.37,男
臺中市,03,7,中國國民黨,林士昌,16919,*,14.78,男
臺中市,04,1,無,陳清龍,21806,*,17.99,男
臺中市,04,2,民主進步黨,翁美春,20887,*,17.23,女
臺中市,04,3,民主進步黨,謝志忠,21648,*,17.86,男
臺中市,04,4,無,王朝坤,13486," ",11.13,男
臺中市,04,5,中國國民黨,張瀞分,18255,*,15.06,女
臺中市,04,6,台灣團結聯盟,吳富亭,11476," ",9.47,男
臺中市,04,7,中國國民黨,陳本添,13642,*,11.26,男
臺中市,05,1,民主進步黨,張雅旻,19047,*,13.53,女
臺中市,05,2,中國國民黨,羅永珍,17924,*,12.73,女
臺中市,05,3,中國國民黨,吳顯森,16674,*,11.85,男
臺中市,05,4,無,張立傑,15295,*,10.87,男
臺中市,05,5,無,林竹旺,6806," ",4.84,男
臺中市,05,6,民主進步黨,蕭隆澤,20828,*,14.8,男
臺中市,05,7,中國國民黨,賴朝國,17881,*,12.7,男
臺中市,05,8,民主進步黨,許水彬,12566," ",8.93,男
臺中市,05,9,民主進步黨,廖述鎮,13736," ",9.76,男
臺中市,06,1,中國國民黨,張廖乃綸,13196,*,12.14,女
臺中市,06,2,民主進步黨,張廖萬堅,25804,*,23.74,男
臺中市,06,3,中國國民黨,黃馨慧,17712,*,16.3,女
臺中市,06,4,中國國民黨,楊正中,15562,*,14.32,男
臺中市,06,5,民主進步黨,李孝儒,6812," ",6.27,男
臺中市,06,6,無,吳春夏,5964," ",5.49,男
臺中市,06,7,無,蔡智豪,3746," ",3.45,男
臺中市,06,8,民主進步黨,陳淑華,19896,*,18.3,女
臺中市,07,1,無,黃淑芬,6537," ",8.04,女
臺中市,07,2,中國國民黨,朱暖英,11571,*,14.23,女
臺中市,07,3,親民黨,陳三井,4206," ",5.17,男
臺中市,07,4,無,江慶洲,2392," ",2.94,男
臺中市,07,5,中國國民黨,劉士州,12441,*,15.3,男
臺中市,07,6,台灣團結聯盟,黃聖硯,772," ",0.95,女
