縣市,選區,號次,政黨,候選人,得票數,當選註記,得票率,性別
澎湖縣,01,1,無,許神賜,274," ",0.87,男
澎湖縣,01,2,中國國民黨,劉陳昭玲,3027,*,9.66,女
澎湖縣,01,3,綠黨,傅靜凡,773," ",2.47,男
澎湖縣,01,4,無,黄俊仁,503," ",1.61,男
澎湖縣,01,5,中國國民黨,顏嘉弘,2241,*,7.15,男
澎湖縣,01,6,民主進步黨,陳慧玲,2176,*,6.95,女
澎湖縣,01,7,中國國民黨,胡松榮,2422,*,7.73,男
澎湖縣,01,8,中國國民黨,藍俊逸,2585,*,8.25,男
澎湖縣,01,9,無,陳海山,2530,*,8.08,男
澎湖縣,01,10,無,黃春燕,1218," ",3.89,女
澎湖縣,01,11,無,許麗音,774," ",2.47,女
澎湖縣,01,12,中國國民黨,陳雙全,2337,*,7.46,男
澎湖縣,01,13,無黨團結聯盟,蔡金美,579," ",1.85,女
澎湖縣,01,14,無,張再興,2049,*,6.54,男
澎湖縣,01,15,無,郁國麟,677," ",2.16,男
澎湖縣,01,16,民主進步黨,呂黃春金,1645,*,5.25,女
澎湖縣,01,17,無,蘇陳綉色,1583," ",5.05,女
澎湖縣,01,18,無,吳文相,1945,*,6.21,男
澎湖縣,01,19,中國國民黨,陳百川,1990,*,6.35,男
澎湖縣,02,1,無,蔡清續,1348," ",18.44,男
澎湖縣,02,2,無,歐陽洲,1797,*,24.58,男
澎湖縣,02,3,無,成萬貫,2209,*,30.21,男
澎湖縣,02,4,中國國民黨,陳振中,1958,*,26.78,男
澎湖縣,03,1,無,鄭來得,486," ",9.45,男
澎湖縣,03,2,中國國民黨,宋國進,1897,*,36.89,男
澎湖縣,03,3,無,魏長源,1883,*,36.61,男
澎湖縣,03,4,無,許龍聰,877," ",17.05,男
澎湖縣,04,1,無,楊石龍,2984,*,100,男
澎湖縣,05,1,無,陳佩真,1189," ",43.1,女
澎湖縣,05,2,無,俞喜龍,230," ",8.34,男
澎湖縣,05,3,無,葉明縣,1340,*,48.57,男
澎湖縣,06,1,中國國民黨,夏晨榮,977," ",49.54,男
澎湖縣,06,2,無,呂啟宗,995,*,50.46,男
基隆市,01,1,中國國民黨,呂美玲,5434,*,21.88,女
基隆市,01,2,人民民主陣線,余重城,355," ",1.43,男
基隆市,01,3,中國國民黨,張淵翔,3588," ",14.44,男
基隆市,01,4,中國國民黨,藍敏煌,6884,*,27.71,男
基隆市,01,5,親民黨,徐莉莉,3636,*,14.64,女
基隆市,01,6,民主進步黨,詹春陽,4944,*,19.9,男
基隆市,02,1,親民黨,余宗珮,561," ",2.14,女
基隆市,02,2,無,陳宜,1548," ",5.91,女
基隆市,02,3,無,賴正庸,2292," ",8.75,男
基隆市,02,4,中國國民黨,何淑萍,2573,*,9.82,女
基隆市,02,5,無,韓良圻,7877,*,30.06,男
基隆市,02,6,人民民主陣線,鄭村棋,931," ",3.55,男
基隆市,02,7,民主進步黨,陳東財,3819,*,14.57,男
基隆市,02,8,無,林家益,368," ",1.4,男
基隆市,02,9,台灣團結聯盟,林月琴,2343," ",8.94,女
基隆市,02,10,中國國民黨,張漢土,3896,*,14.87,男
基隆市,03,1,中國國民黨,莊榮欽,3051,*,12.95,男
基隆市,03,2,無,林華生,2294," ",9.74,男
基隆市,03,3,民主進步黨,游祥耀,3478,*,14.77,男
基隆市,03,4,無,林淑姣,753," ",3.2,女
基隆市,03,5,民主進步黨,陳建雄,1619," ",6.87,男
基隆市,03,6,無,江書豪,1252," ",5.32,男
基隆市,03,7,人民民主陣線,黃小陵,563," ",2.39,女
基隆市,03,8,中國國民黨,曾紀嚴,3280,*,13.93,男
基隆市,03,9,中國國民黨,張芳麗,2433,!,10.33,女
基隆市,03,10,中國國民黨,藍正宗,2887,-,12.26,男
基隆市,03,11,中國國民黨,駱智仁,1944," ",8.25,男
基隆市,04,1,無,陳志和,1077," ",4.24,男
基隆市,04,2,民主進步黨,施世明,4486,*,17.66,男
基隆市,04,3,中國國民黨,宋瑋莉,3479,*,13.7,女
基隆市,04,4,中國國民黨,楊石城,8120,*,31.97,男
基隆市,04,5,民主進步黨,張錦煌,5425,*,21.36,男
基隆市,04,6,無,莊敬聖,2085," ",8.21,男
基隆市,04,7,人民民主陣線,龔尤倩,729," ",2.87,女
基隆市,05,1,民主進步黨,陳志成,4472,*,11.24,男
基隆市,05,2,人民民主陣線,袁孔琪,350," ",0.88,男
基隆市,05,3,中國國民黨,秦鉦,5434,*,13.66,男
基隆市,05,4,民主進步黨," 洪森永",4621,*,11.62,男
基隆市,05,5,親民黨,莊錦田,4040,*,10.16,男
基隆市,05,6,中國國民黨,沈義傳,3824," ",9.61,男
基隆市,05,7,中國國民黨,鄭林清良,4647,*,11.68,女
基隆市,05,8,民主進步黨,蔡適應,7010,*,17.62,男
基隆市,05,9,中國國民黨,俞叁發,5383,*,13.53,男
基隆市,06,1,無,連恩典,3375,*,17.89,男
基隆市,06,2,無,鄭怡信,2046," ",10.84,男
基隆市,06,3,中國國民黨,陳江山,5153,*,27.31,男
基隆市,06,4,中國國民黨,王奕荃,837," ",4.44,男
基隆市,06,5,無,鄭可熙,2759," ",14.62,男
基隆市,06,6,民主進步黨,林明智,2997,*,15.88,男
基隆市,06,7,無,王醒之,1703," ",9.02,男
基隆市,07,1,無,吳桐茂,3246,-,11.88,男
基隆市,07,2,親民黨,楊秀玉,2571,!,9.41,女
基隆市,07,3,民主進步黨,蘇仁和,3440,*,12.59,男
基隆市,07,4,綠黨,張明麗,1048," ",3.83,女
基隆市,07,5,中國國民黨,陳永順,1744," ",6.38,男
基隆市,07,6,中國國民黨,蘇財發,2407," ",8.81,男
基隆市,07,7,中國國民黨,蔡旺璉,4204,*,15.38,男
基隆市,07,8,民主進步黨,張美瓊,1620," ",5.93,女
基隆市,07,9,無,張耿輝,4195,*,15.35,男
基隆市,07,10,人民民主陣線,陳重光,86," ",0.31,男
基隆市,07,11,無,崔靜玫,336," ",1.23,女
基隆市,07,12,中國國民黨,高辜惠珍,2431," ",8.9,女
新竹市,01,1,綠黨,楊志翔,3279," ",5.09,男
新竹市,01,2,無,羅華強,403," ",0.63,男
新竹市,01,3,中國國民黨,鍾淑英,3705,*,5.76,女
新竹市,01,4,中國國民黨,余邦彥,5003,*,7.77,男
新竹市,01,5,民主進步黨,鄭貴元,3687,*,5.73,男
新竹市,01,6,無,羅文熾,3675,*,5.71,男
新竹市,01,7,無,方俊評,1403," ",2.18,男
新竹市,01,8,中國國民黨,張祖琰,5207,*,8.09,女
新竹市,01,9,中國國民黨,李國璋,3789,*,5.89,男
新竹市,01,10,中國國民黨,謝希誠,3730,*,5.79,男
新竹市,01,11,中國國民黨,鄭正鈐,4096,*,6.36,男
新竹市,01,12,無,廖婉君,2016," ",3.13,女
新竹市,01,13,無,程澎澎,938," ",1.46,女
新竹市,01,14,中國國民黨,段孝芳,3329," ",5.17,女
新竹市,01,15,台灣團結聯盟,劉聲正,3340,*,5.19,男
新竹市,01,16,無,李炳煌,87," ",0.14,男
新竹市,01,17,新黨,謝治,407," ",0.63,男
新竹市,01,18,無,蕭吉隆,284," ",0.44,男
新竹市,01,19,民主進步黨,鄭宏輝,5707,*,8.86,男
新竹市,01,20,民主進步黨,曾資程,4944,*,7.68,男
新竹市,01,21,親民黨,曹永明,3057," ",4.75,男
新竹市,01,22,中國國民黨,余振福,1323," ",2.06,男
新竹市,01,23,無,王瑄,969," ",1.51,女
新竹市,02,1,無,宋金海,1533," ",6.06,男
新竹市,02,2,無,許修睿,4035,*,15.96,男
新竹市,02,3,民主進步黨,施乃如,5155,*,20.39,女
新竹市,02,4,中國國民黨,徐信芳,3560,*,14.08,男
新竹市,02,5,中國國民黨,何佳樺,1457," ",5.76,女
新竹市,02,6,無,許文棟,3085,*,12.2,男
新竹市,02,7,無,鍾淑姬,1622," ",6.41,女
新竹市,02,8,無,田雅芳,3052," ",12.07,女
新竹市,02,9,台灣團結聯盟,林碧霞,1787," ",7.07,女
新竹市,03,1,親民黨,熊哲良,2631," ",16.47,男
新竹市,03,2,無,駱克欽,944," ",5.91,男
新竹市,03,3,中國國民黨,陳治雄,4388,*,27.47,男
新竹市,03,4,中國國民黨,呂於台,3283," ",20.55,男
新竹市,03,5,民主進步黨,鄭正宗,4730,*,29.61,男
新竹市,04,1,無,王銘宗,1063," ",1.97,男
新竹市,04,2,中國國民黨,蕭志潔,4611,*,8.53,女
新竹市,04,3,無,孫鍚洲,6576,*,12.16,男
新竹市,04,4,無,林殷如,1235," ",2.28,女
新竹市,04,5,無,黃美慧,3262,*,6.03,女
新竹市,04,6,中國國民黨,顏政德,3718,*,6.87,男
新竹市,04,7,無,陳清全,4124,*,7.62,男
新竹市,04,8,中國國民黨,吳青山,7045,*,13.03,男
新竹市,04,9,無,湯新如,788," ",1.46,男
新竹市,04,10,無,林飛鵬,1351," ",2.5,男
新竹市,04,11,民主進步黨,吳秋穀,4743,*,8.77,男
新竹市,04,12,無,彭昆耀,3181," ",5.88,男
新竹市,04,13,無,謝文進,5464,*,10.1,男
新竹市,04,14,無,李姸慧,6926,*,12.81,女
新竹市,05,1,中國國民黨,鄭成光,4804,*,12.91,男
新竹市,05,2,無,黃彥儒,3945,-,10.6,男
新竹市,05,3,無,林梅華,1897," ",5.1,女
新竹市,05,4,中國國民黨,林耕仁,4813,*,12.93,男
新竹市,05,5,無,陳啓源,7699,*,20.69,男
新竹市,05,6,無,王明魁,1468," ",3.94,男
新竹市,05,7,民主進步黨,林盈徹,4158,*,11.17,男
新竹市,05,8,中國國民黨,賀玉燕,2761,!,7.42,女
新竹市,05,9,無,吳國寶,5672,*,15.24,男
嘉義市,01,1,中國國民黨,張敏琪,4628,*,7.19,女
嘉義市,01,2,無,李奕德,3514," ",5.46,男
嘉義市,01,3,民主進步黨,黃盈智,5304,*,8.24,男
嘉義市,01,4,樹黨,蔡尚媞,1216," ",1.89,女
嘉義市,01,5,中國國民黨,郭明賓,4764,*,7.4,男
嘉義市,01,6,中國國民黨,傅大偉,4992,*,7.75,男
嘉義市,01,7,中國國民黨,郭文居,3795,*,5.89,男
嘉義市,01,8,民主進步黨,廖梅江,1874," ",2.91,男
嘉義市,01,9,無,張榮藏,4322,*,6.71,男
嘉義市,01,10,中國國民黨,黃國村,3646," ",5.66,男
嘉義市,01,11,無,洪有仁,3960,*,6.15,男
嘉義市,01,12,民主進步黨,黃露慧,5967,*,9.27,女
嘉義市,01,13,無,林瑞霞,1859," ",2.89,女
嘉義市,01,14,無,黃秋澤,4873,*,7.57,男
嘉義市,01,15,無,戴寧,5023,*,7.8,女
嘉義市,01,16,台灣團結聯盟,蔡永泉,4666,*,7.25,男
嘉義市,02,1,無,陳姿妏,4880,*,6.09,女
嘉義市,02,2,無,吳上明,4520,*,5.64,男
嘉義市,02,3,無,蘇澤峰,4171,*,5.2,男
嘉義市,02,4,中國國民黨,張秀華,6028,*,7.52,女
嘉義市,02,5,民主進步黨,黃大祐,3985," ",4.97,男
嘉義市,02,6,台灣團結聯盟,李孟哲,2061," ",2.57,男
嘉義市,02,7,無,李忠曆,4199,*,5.24,男
嘉義市,02,8,中國國民黨,譚國華,1377," ",1.72,男
嘉義市,02,9,中國國民黨,陳文齡,1946," ",2.43,男
嘉義市,02,10,民主進步黨,王美惠,8261,*,10.3,女
嘉義市,02,11,無,莊豐安,4849,*,6.05,男
嘉義市,02,12,民主進步黨,蔡文旭,4733,*,5.9,男
嘉義市,02,13,無,蕭淑麗,7763,*,9.68,女
嘉義市,02,14,無,廖天隆,4716,*,5.88,男
嘉義市,02,15,中國國民黨,蕭文億,2528," ",3.15,男
嘉義市,02,16,無,蔡榮豐,4548,*,5.67,男
嘉義市,02,17,民主進步黨,陳幸枝,4653,*,5.8,女
嘉義市,02,18,中國國民黨,鄭光宏,4947,*,6.17,男
金門縣,01,1,中國國民黨,許玉昭,1804,*,7.29,女
金門縣,01,2,中國國民黨,許建中,1372," ",5.55,男
金門縣,01,3,民主進步黨,陳滄江,1491,*,6.03,男
金門縣,01,4,中國國民黨,楊萬山,1749,*,7.07,男
金門縣,01,5,中國國民黨,林孫全,1597,*,6.45,男
金門縣,01,6,中國國民黨,李誠智,1525,*,6.16,男
金門縣,01,7,中國國民黨,李錫添,1247," ",5.04,男
金門縣,01,8,中國國民黨,許華玉,2174,*,8.79,女
金門縣,01,9,無,黃啓璋,69," ",0.28,男
金門縣,01,10,中國國民黨,楊永立,1662,*,6.72,男
金門縣,01,11,中國國民黨,陳衍利,430," ",1.74,女
金門縣,01,12,中國國民黨,歐陽儀雄,1567,*,6.33,男
金門縣,01,13,中國國民黨,翁銘駿,639," ",2.58,男
金門縣,01,14,無,許志猛,853," ",3.45,男
金門縣,01,15,中國國民黨,廖進入,194," ",0.78,男
金門縣,01,16,無,王碧珍,1361," ",5.5,女
金門縣,01,17,中國國民黨,洪允典,1254," ",5.07,男
金門縣,01,18,無,石永城,2177,*,8.8,男
金門縣,01,19,無,唐麗輝,1578,*,6.38,女
金門縣,02,1,中國國民黨,張雲德,1628,*,9.98,男
金門縣,02,2,無,陳美雲,935," ",5.73,女
金門縣,02,3,無,蔡其賀,202," ",1.24,男
金門縣,02,4,中國國民黨,周子傑,1922,*,11.79,男
金門縣,02,5,中國國民黨,謝東龍,1764,*,10.82,男
金門縣,02,6,中國國民黨,蔡春生,2163,*,13.26,男
金門縣,02,7,無,徐鴻義,800," ",4.91,男
金門縣,02,8,中國國民黨,李應文,1553,*,9.52,男
金門縣,02,9,中國國民黨,蔡水游,1372,*,8.41,男
金門縣,02,10,無,陳文慶,775," ",4.75,男
金門縣,02,11,無,陳玉珍,1047,!,6.42,女
金門縣,02,12,中國國民黨,王再生,916," ",5.62,男
金門縣,02,13,中國國民黨,陳志斌,1231,-,7.55,男
金門縣,03,1,中國國民黨,洪麗萍,1041,*,23.7,女
金門縣,03,2,無,洪輝榮,321," ",7.31,男
金門縣,03,3,中國國民黨,林金量,895," ",20.38,男
金門縣,03,4,中國國民黨,呂俊龍,358," ",8.15,男
金門縣,03,5,中國國民黨,洪鴻斌,1777,*,40.46,男
連江縣,01,1,中國國民黨,朱秀平,369," ",9.85,男
連江縣,01,2,中國國民黨,林貽祥,526,*,14.04,男
連江縣,01,3,無,曹以標,681,*,18.17,男
連江縣,01,4,中國國民黨,林惠萍,314," ",8.38,女
連江縣,01,5,中國國民黨,林明揚,487,*,13,男
連江縣,01,6,中國國民黨,陳書建,445,*,11.88,男
連江縣,01,7,無,曹丞君,491,*,13.1,女
連江縣,01,8,中國國民黨,曹爾章,434," ",11.58,男
連江縣,02,1,中國國民黨,陳貴忠,438,*,33.44,男
連江縣,02,2,無,王長明,394," ",30.08,男
連江縣,02,3,中國國民黨,周瑞國,478,*,36.49,男
連江縣,03,1,中國國民黨,柯玉官,309," ",39.92,男
連江縣,03,2,中國國民黨,陳貽斌,465,*,60.08,男
連江縣,04,1,無,張永江,490,*,60.57,男
連江縣,04,2,無,馮印才,319," ",39.43,男
臺北市,07,1,民主進步黨,馬耀．谷木,754," ",20.43,男
臺北市,07,2,中國國民黨,李芳儒,2937,*,79.57,男
新北市,11,1,中國國民黨,宋雨蓁,3065,*,25.21,女
新北市,11,2,民主進步黨,夷將･拔路兒Icyang･Parod,2407,*,19.8,男
新北市,11,3,中國國民黨,楊春妹,3459,*,28.45,女
新北市,11,4,無,張天明,213," ",1.75,男
新北市,11,5,中國國民黨,陳家梅,1358," ",11.17,女
新北市,11,6,中國國民黨,忠仁•達祿斯,1656," ",13.62,男
桃園市,13,1,無,林永財,864," ",7.1,男
桃園市,13,2,中國國民黨,王仙蓮,1589," ",13.05,女
桃園市,13,3,中國國民黨,楊進福,2630,*,21.6,男
桃園市,13,4,無,林金來,847," ",6.96,男
桃園市,13,5,無,林景騰,533," ",4.38,男
桃園市,13,6,無,洪國彰,1504," ",12.35,男
桃園市,13,7,中國國民黨,吳春芳,2159,*,17.73,女
桃園市,13,8,無,林志強,2049,*,16.83,男
臺中市,15,1,無,陳建民,797," ",17.68,男
臺中市,15,2,中國國民黨,林沛容,1050," ",23.3,女
臺中市,15,3,無,周金龍,216," ",4.79,男
臺中市,15,4,無,陳天斯,272," ",6.04,男
臺中市,15,5,中國國民黨,温建華,715," ",15.86,男
臺中市,15,6,親民黨,洪金福,1457,*,32.33,男
臺南市,17,1,中國國民黨,蔡玉枝,669,*,54.75,女
臺南市,17,2,中國國民黨,陳肇元,279," ",22.83,男
臺南市,17,3,民主進步黨,李美素,274," ",22.42,女
高雄市,12,1,民主進步黨,俄鄧‧殷艾Eteng‧Ingay,2590,*,59.93,男
高雄市,12,2,中國國民黨,王義雄,1732," ",40.07,男
新竹縣,11,1,無,彭文彬,183," ",20.49,男
新竹縣,11,2,中國國民黨,林光榮Kuying.Kalang,710,*,79.51,男
苗栗縣,07,1,中國國民黨,潘秋榮,1604,*,100,男
彰化縣,09,1,中國國民黨,陳榮妹,532,*,46.54,女
彰化縣,09,2,無,謝香美,187," ",16.36,女
彰化縣,09,3,無,張新男,424," ",37.1,男
南投縣,06,1,無,周吳儀君,161," ",20.85,女
南投縣,06,2,中國國民黨,石忍漢,64," ",8.29,男
南投縣,06,3,中華統一促進黨,阿給拉˙拉哈拜,23," ",2.98,男
南投縣,06,4,台灣第一民族黨,石慶龍,200,*,25.91,男
南投縣,06,5,無,陳宥瑞,199," ",25.78,男
南投縣,06,6,中國國民黨,蔡幸子,125," ",16.19,女
屏東縣,08,1,中國國民黨,潘裕隆,1889,*,100,男
宜蘭縣,11,1,無,孫湯玉惠,485,*,48.55,女
宜蘭縣,11,2,中國國民黨,陳慶喜,280," ",28.03,男
宜蘭縣,11,3,無,洪林雨萍,133," ",13.31,女
宜蘭縣,11,4,無,陳柳造,101," ",10.11,男
花蓮縣,05,1,中國國民黨,羅名材Halu‧Lihang,1695," ",17.59,男
花蓮縣,05,2,中國國民黨,余夏夫,1822,*,18.91,男
花蓮縣,05,3,無,笛布斯‧顗賚,2482,*,25.75,女
花蓮縣,05,4,中國國民黨,蕭民隆,1692," ",17.56,男
花蓮縣,05,5,無,林秋美Abi‧Mulu,1946,*,20.19,女
花蓮縣,06,1,中國國民黨,孫永昌,2129," ",22.56,男
花蓮縣,06,2,無,萬榮財Lafi‧Mayaw,2453,*,25.99,男
花蓮縣,06,3,中國國民黨,楊德金Kati‧Payo,2626,*,27.82,男
花蓮縣,06,4,無,高潞‧以用‧巴魕剌Kawlo‧lyun‧Pacidal,2230," ",23.63,女
花蓮縣,07,1,無,林聖明,1381," ",22.86,男
花蓮縣,07,2,無,陳英妹,1571,*,26,女
花蓮縣,07,3,親民黨,詹金福,514," ",8.51,男
花蓮縣,07,4,中國國民黨,陳建忠,1660,*,27.47,男
花蓮縣,07,5,中國國民黨,徐成國Hane‧Gayaw,916," ",15.16,男
臺東縣,07,1,中國國民黨,林秀信,1704,*,20.48,男
臺東縣,07,2,中國國民黨,王清堅,1102,*,13.25,男
臺東縣,07,3,台灣第一民族黨,郭秋孜,521," ",6.26,女
臺東縣,07,4,中國國民黨,林琮翰,2679,*,32.2,男
臺東縣,07,5,中國國民黨,"嚴惠美 Simoy‧Sapod",736," ",8.85,女
臺東縣,07,6,台灣團結聯盟,"陳．藍姆洛 Lamlo Payrang",832," ",10,男
臺東縣,07,7,中國國民黨,方賢仁,746," ",8.97,男
臺東縣,08,1,中國國民黨,江堅壽,2718,*,34.65,男
臺東縣,08,2,中國國民黨,尤忠正,2661,*,33.92,男
臺東縣,08,3,中國國民黨,蔡義勇,2466," ",31.43,男
臺東縣,09,1,中國國民黨,"張萬生 Tahuk Malulang",2866,*,100,男
臺東縣,10,1,中國國民黨,高美珠,4018,*,52.45,女
臺東縣,10,2,無,嚴亞美,0," ",0,女
臺東縣,10,3,中國國民黨,劉純歌,3643,*,47.55,女
基隆市,08,1,無,陳明建,1947,*,60.28,男
基隆市,08,2,中國國民黨,朱瑞祥,1067," ",33.03,男
基隆市,08,3,無,拔耐‧茹妮老王,216," ",6.69,女
新竹市,06,1,無,劉美玲,181," ",30.89,女
新竹市,06,2,無,鄭主,76," ",12.97,男
新竹市,06,3,中國國民黨,林慈愛,329,*,56.14,女
臺北市,08,1,民主進步黨,"伊凡諾幹Iban Nokan",275," ",10.77,男
臺北市,08,2,親民黨,高李茂俊,121," ",4.74,男
臺北市,08,3,中國國民黨,李傅中武,2157,*,84.49,男
新北市,12,1,民主進步黨,寶杜巴燕Bawtu･Payen,1303," ",24.56,男
新北市,12,2,中國國民黨,王建章,2045,*,38.55,男
新北市,12,3,親民黨,陳勝榮,1957," ",36.89,男
桃園市,14,1,無,邱志成,1886," ",18.11,男
桃園市,14,2,中國國民黨,陳瑛,3449,*,33.12,女
桃園市,14,3,中國國民黨,林信義,2311," ",22.19,男
桃園市,14,4,無,蘇志強,2767,*,26.57,男
臺中市,16,1,無,朱元宏,2951," ",41.82,男
臺中市,16,2,中國國民黨,林榮進,4105,*,58.18,男
臺南市,18,1,無,"谷暮・哈就Kumu Hacyo",933,*,66.26,女
臺南市,18,2,中國國民黨,伍宗康,475," ",33.74,男
高雄市,13,1,中國國民黨,"柯路加Istanda Ciban",1424," ",47.47,男
高雄市,13,2,無,林民傑,1576,*,52.53,男
高雄市,14,1,無,理斷‧搭給嚕嘟嗯Islituan‧Takiludun,1201," ",39.08,男
高雄市,14,2,中國國民黨,高秀琴,605," ",19.69,女
高雄市,14,3,無,伊斯坦大‧貝雅夫‧正福Istanda‧Paingav,1267,*,41.23,男
高雄市,15,1,無,范織欽Pasulang‧Tomatalate,1608," ",49.74,男
高雄市,15,2,中國國民黨,唐惠美,1625,*,50.26,女
新竹縣,12,1,中國國民黨,黃比德,1067," ",21.58,男
新竹縣,12,2,無,柔夏‧布待Rosya.Butay,1444," ",29.21,男
新竹縣,12,3,無,雲翔,437," ",8.84,男
新竹縣,12,4,中國國民黨,范坤松,1996,*,40.37,男
新竹縣,13,1,中國國民黨,"趙一先Obay a Awi’",1478,*,39.98,男
新竹縣,13,2,無,張定中,1440," ",38.95,男
新竹縣,13,3,民主進步黨,凱撒巴燕,779," ",21.07,男
苗栗縣,08,1,無,林國雄,1684," ",45.44,男
苗栗縣,08,2,中國國民黨,黃月娥,2022,*,54.56,女
南投縣,07,1,中國國民黨,史清水,4620,*,100,男
南投縣,08,1,無,廖文賢,4533,*,53.86,男
南投縣,08,2,中國國民黨,陳國雄,3884," ",46.14,男
嘉義縣,07,1,中國國民黨,楊貴榮,329," ",12.47,男
嘉義縣,07,2,無,汪啟聖,851," ",32.26,男
嘉義縣,07,3,無,石信忠,953,*,36.13,男
嘉義縣,07,4,無,湯保富,505," ",19.14,男
屏東縣,09,1,無,歸曉惠,2677,*,52.76,女
屏東縣,09,2,中國國民黨,柯富國,2397," ",47.24,男
屏東縣,10,1,無,陸月嬌,3629,*,60.42,女
屏東縣,10,2,中國國民黨,陳生明,2377," ",39.58,男
屏東縣,11,1,中國國民黨,潘政治,1949,*,50.9,男
屏東縣,11,2,無,何長成,1880," ",49.1,男
屏東縣,12,1,中國國民黨,簡寶玉,1954," ",36.06,女
屏東縣,12,2,無,李宜潔,936," ",17.27,女
屏東縣,12,3,無,潘正義,2529,*,46.67,男
屏東縣,13,1,無,林輝雄,1477," ",44.38,男
屏東縣,13,2,中國國民黨,陳昭忠,1851,*,55.62,男
屏東縣,14,1,中國國民黨,李冀香,1959,*,62.43,女
屏東縣,14,2,無,陳秋香,1179," ",37.57,女
屏東縣,15,1,中國國民黨,許天賜,3137,*,100,男
屏東縣,16,1,中國國民黨,顏金成,1372,*,53.68,男
屏東縣,16,2,無,宋克強,1184," ",46.32,男
宜蘭縣,12,1,中國國民黨,李玉蕙,1622," ",44.32,女
宜蘭縣,12,2,親民黨,陳傑麟,2038,*,55.68,男
宜蘭縣,13,1,中國國民黨,松王淑珍,1172," ",30.6,女
宜蘭縣,13,2,中國國民黨,陳孝仁,1456,*,38.02,男
宜蘭縣,13,3,中國國民黨,江明順,1202," ",31.38,男
花蓮縣,08,1,中國國民黨,"許淑銀Otiam  Cirig",5340,*,55.95,女
花蓮縣,08,2,無,田韻馨,3175," ",33.26,女
花蓮縣,08,3,無,張文成,1030," ",10.79,男
花蓮縣,09,1,中國國民黨,吳香蘭Hisa‧Sakay,1856," ",48.61,女
花蓮縣,09,2,中國國民黨,陳長明,1962,*,51.39,男
花蓮縣,10,1,中國國民黨,余秀珠,209," ",5.82,女
花蓮縣,10,2,中國國民黨,蘇正清,1073," ",29.9,男
花蓮縣,10,3,中國國民黨,蘇忠亮,1280,*,35.66,男
花蓮縣,10,4,中國國民黨,"陳鶴章Salizan  Binkinuan",1027," ",28.62,男
臺東縣,11,1,中國國民黨,胡秋金,1217,*,55.09,男
臺東縣,11,2,台灣第一民族黨,伊藍‧明基努安,992," ",44.91,男
臺東縣,12,1,中國國民黨,"余明志 taium ispalidaz",477," ",21.4,男
臺東縣,12,2,中國國民黨,余秀芳,544," ",24.41,女
臺東縣,12,3,無,張順成,1208,*,54.19,男
臺東縣,13,1,中國國民黨,"章正輝 Lemajiz‧Kusaza",2636,*,100,男
臺東縣,14,1,無,蔡玉玲,1538,*,63.61,女
臺東縣,14,2,中國國民黨,朱連濟,880," ",36.39,女
臺東縣,15,1,中國國民黨,曾加油,509," ",28.31,男
臺東縣,15,2,無,林杉樹,288," ",16.02,男
臺東縣,15,3,中國國民黨,夏曼‧瑪德能,384," ",21.36,男
臺東縣,15,4,無,黃天德,617,*,34.32,男
